text,label
"Risk prediction in implant dentistry presents specific challenges including the dependence of observations from patients with multiple implants and rare outcome events. The aim of this study was to use advanced statistical methods based on penalized regression to assess risk factors in implant dentistry.
We conducted a retrospective study from January 2016 to November 2018 recording postoperative complications including bleeding, hematoma, local infection, and nerve damage, as well as early implant failure. We further assessed patient- and implant-related risk factors including smoking and diabetes, as well as treatment parameters including types of gaps and surgical procedures. Univariable and multivariable generalized estimating equation (GEE) models were estimated to assess predictor effects, and a prediction model was fitted using L1 penalized estimation (lasso).
In a total of 1,132 patients (mean age: 50.6 ± 16.5 years, 55.4% female) and 2,413 implants, postoperative complications occurred in 71 patients. Sixteen implants were lost prior to loading. Multivariable GEE models showed a higher risk of any complication for diabetes mellitus (p = .006) and bone augmentation (p = .039). The models further revealed a higher risk of local infection for bone augmentation (p = .003), and a higher risk of hematoma formation for diabetes mellitus (p = .007) and edentulous jaws (p = .024). The lasso model did not select any risk factors into the prediction model.
Using novel methodology well-suited to tackle the specific challenges of risk prediction in implant dentistry, we were able to reliably estimate associations of risk factors with outcomes.",0
"Sleep deficiency is implicated as a risk factor for several systemic conditions. Loss of teeth has a profound effect on the individual's physiologic and psychologic health and quality of life. This study aimed to assess the association between tooth loss and sleep duration and determine if anterior and/or posterior tooth loss is a significant predictor.
A total of 22,483 individuals ≥ 18 years who participated in the United States National Health and Nutrition Examination Survey (NHANES) 2005-2016 cycles were included. Multinomial logistic regression adjusted for age, gender, race/ethnicity, smoking, diabetes, body mass index, socioeconomic level, education, alcohol, and depression was performed to examine the association between sleep duration and tooth loss.
Compared to individuals with > 20 remaining teeth, those who were completely edentulous, had 1-10 or 11-20 teeth remaining were more likely to be in the deficient sleep category (OR [95% CI] = 1.59 [1.35-1.87], 1.29 [1.07-1.54], and 1.26 [1.11-1.43], respectively). When the numbers of both missing anterior and posterior teeth were entered in the model, only posterior teeth were significant. There was a 4% increase in the odds of being in the deficient sleep category for each missing posterior tooth (OR [95% CI] = 1.04 [1.02-1.05]).
Tooth loss was significantly associated with deficient sleep and posterior tooth loss appeared to be the main contributor. Although further research is needed to clarify the nature of this association, our results suggest that improving oral health might have an impact on overall health and quality of life.",0
"Extensive tooth loss can lead to poor diet resulting in weight loss or obesity (1). It can also detract from physical appearance and impede speech, factors that can restrict social contact, inhibit intimacy, and lower self-esteem (1). Chronic medical conditions and oral conditions share common risk factors (2). Persons with chronic conditions are more likely to have untreated dental disease, which can result in tooth loss. Three measures of tooth loss during 1999-2004 and 2011-2016 were estimated by comparing data from the National Health and Nutrition Examination Survey (NHANES) for each period among adults aged ≥50 years with selected chronic conditions.* The three measures were 1) edentulism (having no teeth); 2) severe tooth loss (having eight or fewer teeth) (3); and 3) lacking functional dentition (having <20 teeth out of 28, which is considered a full set for the purpose of NHANES assessments) (4). During 2011-2016, prevalences of edentulism and severe tooth loss were ≥50% higher among adults with fair or poor general health, rheumatoid arthritis, asthma, diabetes, emphysema, heart disease, liver condition, or stroke than among those with those adults without the chronic condition. Lack of functional dentition was also more prevalent among adults with chronic conditions than among persons without these conditions. Tooth loss is preventable with self-care and routine dental visits (1). To encourage these behaviors, public health professionals can educate the public about the association between having a chronic condition and tooth loss, and primary care providers can educate their patients about the importance of healthy behaviors and screen and refer them for needed dental care.",0
"To investigate the effect of complete denture wearing on residual ridge resorption in edentulous patient compared with edentulous patient who never wore dentures.
Patients who had been edentulous for at least five year who had never worn dentures successfully were matched to edentulous denture wearing control patients. To control for factors possibly associated with alveolar ridge resorption patients who had been rendered edentulous in one arch before the other, smokers, those taking steroids, bisphosphonates, with histories of autoimmune diseases, diabetes mellitus or osteoporosis at any time during their period of edentulousness were excluded. Case and control groups were matched for age, sex and time since being rendered edentulous. Statistical analyses were undertaken using Person's Chi squared (X
30 edentulous patients who had not worn dentures for at least five years were identified and matched with 30 controls. All control patients were the same age ± 2 years and had been edentulous for the same number of years ± 2 years of their respective controls. There was no significant difference between age and time since being rendered edentulous between case and control. Denture wearers had significantly more maxillary and mandibular residual alveolar ridge resorption than did non denture wearers. Severe ridge resorption was mostly confined to the denture wearing group.
Patients wearing complete dentures for more than 5 years had significantly more residual alveolar ridge resorption than was found in non-denture wearing edentulous patients.",0
"Diabetes affects one in 10 adults and periodontal disease affects four in 10 adults in the USA, and they are linked. Individuals with diabetes are more likely to suffer from periodontal disease and periodontal disease affects glycemic control and complications of diabetes. The role of diabetes as a risk factor for periodontal disease and other oral conditions will be discussed in this review. The fact that type 2 diabetes, especially uncontrolled, is a risk factor for periodontal disease has long been recognized. However, the role of type 1 diabetes and gestational diabetes in periodontal risk has recently been described. Also, diabetes as a risk factor for tooth loss has more recently been described and the deleterious effects of tooth loss, especially edentulism, in comparing the diets of patients with diabetes is now fully appreciated. From longitudinal studies it is clear that diabetes often precedes periodontitis and, hence, may contribute to the causal pathway of periodontitis. Other oral manifestations of diabetes include increased risk of oral and nonoral (vaginal) fungal infections. In patients with diabetes there is often reduced salivary flow associated with diabetes medications and neuropathy affecting the salivary glands. This may lead to increased caries. Burning mouth, resulting from diabetes neuropathy, and taste impairment may also be seen. It has long been known that there is delayed wound healing in patients with diabetes, especially if uncontrolled. Hence, it is critical to achieve good glycemic control before carrying out surgical procedures or dental implant placement in patients with diabetes.",0
"Periodontal Disease (PD) is associated with complications of diabetes. Control of the PD reduces glycated hemoglobin (HbA1c) level. This study aimed to evaluate the relationship of PD with duration, severity of diabetes and eGFR.
A Prospective observational study conducted at Sidhi Vinayaka Hospitals (SVH) Sangareddy during the period of January 2014 to December 2019. Total 1436 patients with a definite diagnosis of type 2 diabetes (T2DM), between the ages of 45-60 years were included. They were classified according to CPITN score for PD and compared against the variables.
A total of 1436 consecutive outpatients attending to SVH were included. Among them 662 (46.1%) were males and 774(53.9%) were females. The mean age of the patients was 48.3(SD ± 10.62) and mean duration of diabetes was 2.9(SD ± 4.18). The mean fasting blood glucose was 198.5(SD ± 85), mean post prandial blood glucose was 277.2 (SD ± 107.7) and mean HBA1c was 9.98% (SD ± 2.6). Among the study group 1198 (83.4%) had none/mild (Grade I) PD, 192(13.4%) had moderate/severe (Grade II) PD and 46(3.2%) were completely edentulous (Grade III).
There is a linear correlation between PD and age of patient, duration of diabetes, eGFR and level of glycemic status among rural population with T2DM.",0
"Increasing evidence supports a positive association between periodontal disease and total cancer risk. We evaluated the association of clinically assessed periodontal disease and a consequence, edentulism with total cancer mortality in participants without a prior cancer diagnosis in a U.S. nationally representative population. Included were 6,034 participants aged ≥40 years without a prior cancer diagnosis who participated in the National Health and Nutrition Examination Survey III. Periodontal health was measured by trained dentists. Cancer deaths (n = 702) were ascertained during a median of 21.3 years of follow-up. Cox proportional hazards regression was used to estimate the association of periodontal disease and edentulism with total cancer mortality using no periodontal disease/dentate as the reference and adjusting for potential demographic, lifestyle including smoking and social factor confounders. Fifteen percent had periodontitis and 17% were edentulous. Periodontitis was not statistically significantly associated with risk of total cancer death after multivariable adjustment. Edentulism was associated with an increased risk of cancer mortality (hazard ratio = 1.50, 95% confidence interval = 1.12-2.00) after multivariable adjustment, including in men and women and in each racial/ethnic group studied. The positive association was observed in overweight/obese participants but not participants with normal body mass index, more strongly in prediabetic/diabetic participants than in participants without diabetes and in ever cigarette smokers but not in never cigarette smokers. In this U.S. nationally representative population, those with edentulism, but not periodontal disease, had a higher risk of total cancer death, especially in those with shared risk factors for periodontal disease and cancer.",0
"The purpose of this prospective clinical study was to evaluate clinical results of the passive fit of the substructure in the Toronto bridge and the chipping or delamination of the ceramic veneering on the zirconia-support, after 5 years, in nine patients rehabilitated with zirconia crowns cemented on titanium bars using CAD/CAM technology.
A total of nine healthy patient fully edentulous in the upper and lower jaws with non-contributory past medical anamnesis needing full fixed total prosthesis maxilla and mandible were included in this clinical study, where a total 9 mandibles and 9 jaws were treated. The inclusion criteria in order for a patient to participate in the study were: a signed consent form, fully edentulous in the upper and lower jaws, required a full fixed total prosthesis restoration. The exclusion criteria were age limitation of less than 18 years old, chemotherapy, head and neck radiation therapy, diabetes or periodontal disease, smoking and severe illness. All patients received zirconia crowns cemented on titanium bars using CAD/CAM technology. The primary outcome of this study was to examine the survival rate of the zirconia crowns cemented on titanium bars using CAD/CAM technology during the observation period. Any chipping or delamination of the zirconia crowns of the restorations was considered as failure. The secondary outcome was to evaluate the passive fit of the substructure on the implants, loose of occlusal screws, implant survival and satisfactory occlusion.
In 5 years of follow-up no evidence of chipping or delamination of the ceramic veneering on the zirconia crown supported were observed. Fifteen finished protesis (93.75%) showed satisfactory occlusion and only one case (6.25%) required significant occlusal adjustment. During the first year recall all bars were stable (100%) no mobility of protheses was recorded. After 5 years all bars were stable (100%) and no mobility of protheses was recorded.
The computerized workflow for the process of building bar and prosthesis ensures reproducible results and excellent adaptation and passive insertion of them, as well as conditions for avoiding mechanical complications and guarantees stability of screw-implant abutments.",0
"To assess the pattern of bone loss in peri-implantitis in partially edentulous patients and relate patient and implant/site characteristics that may influence such patterns.
In this retrospective study, the records of partially edentulous patients with dental implants were stratified according to sex, age, smoking, and diabetes. Implants were stratified according to site, number of years in function, presence of adjacent implants, diameter, bone-grafted site, and implant platform. All these variables were obtained from previous periodontal charts and radiographs. The implants were then classified into two main groups: (1) bone loss as defined by the presence of progressive marginal bone change found on radiographs at least 12 months following prosthesis placement compared to a baseline with a threshold ≥ 2 threads of bone loss; and (2) no bone loss as defined by no detected bone change or bone level change with a threshold < 2 threads. The bone loss group was further divided into three subgroups according to pattern: vertical, horizontal, and combined. Descriptive analyses were applied to assess the frequency of the pattern of bone loss (horizontal, vertical, and combined). A statistical regression model was used to find if there was a significant correlation between patient/implant characteristics and the pattern of bone loss.
A total of 304 charts with 540 implants met the inclusion criteria. One randomly selected implant per patient through Microsoft Excel software was included in this study. Of these, 157 (51.6%) of examined charts were men and 147 (48.4%) were women. The patients' mean age was 63.9 ± 11.4 years (range: 27 to 85 years) at implant placement, and implants had been in function for 12 to 120 months (median: 37 months). The percentage of implants that had bone loss was 24.7% (75 out of 304). The pattern of bone loss was 65%, 22%, and 13% for vertical, horizontal, and combined, respectively. Implants that had been placed in surgically bone-grafted sites had increased odds of vertical bone loss with either narrow or wide implants (OR = 2.5 [P = .04] and 3.1 [P = .01], respectively). The presence of adjacent implants had significantly (P = .003) increased odds of horizontal bone loss (OR = 5.1).
Approximately one-quarter of dental implants (24.7%) developed bone loss beyond normal physiologic remodeling. Vertical bone loss around single implants was the most common pattern (65%), particularly around implants placed in bone-grafted sites with odds ratio of 2.5 for narrow implants vs 3.1 for wide implants. In the presence of adjacent implants, the odds of horizontal bone loss was 5.1 (P = .003).",0
"Type 2 diabetes mellitus (T2DM) and periodontal disease are two highly prevalent, directly and independently associated long-term conditions that disproportionately impact Indigenous Māori in New Zealand (NZ). Although poorly understood, a number of social and biological mechanisms connect these conditions. This qualitative study explored experiences of T2DM and oral and dental (hereafter oral/dental) health; access to oral/dental health care; whether participants' experiences supported or challenged existing evidence; and sought suggestions for improving oral/dental health in a high-deprivation rural area of Northland, NZ.
Participants (n = 33) meeting the study criteria: self-identified Māori ethnicity, aged ≥ 18-years with glycated haemoglobin (HBA1c) >65 mmol/L were recruited via the local primary care clinic in September-December 2015; two left the study prior to data collection. During face-to-face semi-structured interviews, participants (n = 31) were asked How does diabetes affect your teeth? and When did you last access dental care? Kaupapa Māori (KM) theory and methodology provided an important decolonizing lens to critically analyse the fundamental causes of Indigenous health inequities.
Independent analysis of qualitative data by three KM researchers identified four themes: access barriers to quality care; pathways to edentulism; the 'cost' of edentulism; and, unmet need. Results contributed towards informing Mana Tū-an evidence-based KM programme for diabetes in primary care-to be introduced in this and other communities from 2018.
Oral health is integral to diabetes management, and vice versa. Subsidized specialist referrals for oral-dental health care for Māori with T2DM could improve glycaemic control and diabetes outcomes and reduce diabetes-related complications among this population.",0
"A balanced nutrient intake is important for patients with diabetes. Even if individuals have the same number of residual natural teeth, there are large differences in the masticatory performance between edentulous sites restored with a fixed dental prosthesis, including dental implants, and those restored with a removable dental prosthesis. This study assessed whether the prevalence and control of diabetes differed based on the use of removable dental prostheses through an analysis of nationally representative data.
Overall, 8,155 individuals (3,525 men and 4,630 women) aged ≥ 50 years were included in this study and were classified into the following 3 groups: group 1, did not use any removable dental prostheses (NF); group 2, used removable partial dentures (RPD); and group 3, used removable complete dentures on at least 1 jaw (CD). The characterization of diabetic patients and glycemic control were analyzed and compared among groups. To determine the relationship between diabetes and the use of dental prostheses, multivariable logistic regression analysis was performed (
The adjusted odds ratios and 95% confidence intervals for diabetes in men participants in groups NF, RPD, and CD were 1 (reference), 1.165 (0.878-1.544), and 1.491 (1.034-2.151), respectively, after adjusting for confounding factors. Diabetes and glycemic control were significantly associated with the use of removable dental prostheses among men.
The use of removable dental prostheses is a potential risk indicator for uncontrolled diabetes in Korean men adults, suggesting the need for a comprehensive approach to minimize the complications of diabetes mellitus.",0
"The aim of the study was to assess oral health status and its correlations with the general health in older adults living in residential houses in Georgia. The study was conducted in 2017-2018 years based on WHO recommendations. The study got approval from bioethical council of National Center for Disease Control and Public Health, protocol #2017-039, 28.06.2017y. 300 voluntary residents from various residential houses for older people (aged 65 years and more) were observed in regions of Georgia: ""Basiliada"" (Tbilisi), residential home of municipality of Samtredia, (Imereti), residential home ""Carefree old age"" (Kakheti). Age groups were divided as following: 65-74; 75-84; 85<. Statistical Package for Social Sciences (SPSS) version 22.0 was used for statistical analysis. DMFT was assessed to be 28.74. Significantly high prevalence of needs of prosthetic treatment 91.1% (p=0.0005), full edentulism 36.2% (p=0.0049), participants with the extraction of more than 20 teeth 81.3% (p=0.0000) and unsatisfactory oral hygiene 39.3% (p=0.0003) were observed. Prevalence of systemic diseases was assessed as the following: cardiovascular disease - 56%, gastroenterologycal diseases - 6%, diabetes - 2.9%, respiratory disease - 8.4%, oncological disease - 6.7%, dementia - 24.2 %.( p<0.005). Cardiovascular system diseases appeared to be one of the most commonly encountered diseases in dental practice. Based on the study results new program was created ""Improve of oral hygiene of older adults living in residential homes in Georgia"" in order to increase their access to the dental care, including preventive dental care and improve oral health related quality of life.",0
"To assess oral health status of Tunisian diabetic mellitus patients.
We carried a cross-sectional study among 100 uncontrolled diabetic mellitus patients. An oral health survey was developed to collect their socio-demographic characteristics and to assess their oral health behavior. Each patient benefited of an oral examination. Clinical and biological data were collected from medical file of patients.
In terms of number of brushings, 44% of diabetic mellitus patients brushed their teeth at least twice a day, 25% brushed once a day, 10% occasionally and 21% did not used to brush their teeth. The last visit to a dentist dated since less than a year ago for 48% of participants and 8% reported that they hadn't never visit a dentist. Oral hygiene and the rate of dental consultation were correlated with gender but not with glycemic control. Only 17% had complete dentition, 75% were partially dentate and 8% were completely edentulous. More than half of the diabetics had at least 5 missing teeth. About 67% had had experienced tooth decay. The presence of tooth decay was not correlated with glycated hemoglobin (HbA1c). The examining dentist estimated that nine out of ten patients required dental care.
The oral health status of diabetic mellitus patients in Tunisia was bad. The need for dental care was real and high but often overlooked. The establishment of a national oral health care policy seems to be a national priority today.",0
"To present a digital method that combines intraoral and face scanning for the computer-assisted design/computer-assisted manufacturing (CAD/CAM) fabrication of implant-supported bars for maxillary overdentures.
Over a 2-year period, all patients presenting to a private dental clinic with a removable complete denture in the maxilla, seeking rehabilitation with implants, were considered for inclusion in this study. Inclusion criteria were fully edentulous maxilla, functional problems with the preexisting denture, opposing dentition, and sufficient bone volume to insert four implants. Exclusion criteria were age < 55 years, need for bone augmentation, uncompensated diabetes mellitus, immunocompromised status, radio- and/or chemotherapy, and previous treatment with oral and/or intravenous aminobisphosphonates. All patients were rehabilitated with a maxillary overdenture supported by a CAD/CAM polyether-ether-ketone (PEEK) implant-supported bar. The outcomes of the study were the passive fit/adaptation of the bar, the 1-year implant survival, and the success rates of the implant-supported overdentures.
15 patients (6 males, 9 females; mean age 68.8 ± 4.7 years) received 60 implants and were rehabilitated with a maxillary overdenture supported by a PEEK bar, designed and milled from an intraoral digital impression. The intraoral scans were integrated with face scans, in order to design each bar with all available patient data (soft tissues, prosthesis, implants, and face) in the correct spatial position. When testing the 3D-printed resin bar, 12 bars out of 15 (80%) had a perfect passive adaptation and fit; in contrast, 3 out of 15 (20%) did not have a sufficient passive fit or adaptation. No implants were lost, for a 1-year survival of 100% (60/60 surviving implants). However, some complications (two fixtures with peri-implantitis in the same patient and two repaired overdentures in two different patients) occurred. This determined a 1-year success rate of 80% for the implant-supported overdenture.
In this study, the combination of intraoral and face scans allowed to successfully restore fully edentulous patients with maxillary overdentures supported by 4 implants and a CAD/CAM PEEK bar. Further studies are needed to confirm these outcomes.",0
"The use of dental implants is nowadays a well-accepted and highly predictable treatment modality for restoring the dentition and reestablishing the masticatory function of edentulous and partially edentulous patients. Despite the high predictability and excellent long-term survival rates reported for implant therapy, complications may still occur and can jeopardize both short- and long-term success. The present paper provides an overview on the most important aspects related to the etiology, prevention, and management of complications associated with implant therapy. Data from the literature indicate that a number of factors, such as surgical trauma, implant diameter, type of implant-abutment connection, abutment disconnection and reconnection, presence of microgap, and implant malpositioning, can substantially influence the biologic processes of bone remodeling and biofilm formation, thus increasing the rate of short- and long-term hard- and soft-tissue complications. Other factors, such as excess cement at cement-retained prosthetic restorations, abutment mobility, and infections (e.g. peri-implant mucositis and peri-implantitis) caused by bacterial biofilm, are further causes for complications and failures. More recent evidence also indicates that besides the need for sufficient bone volume surrounding the implant, the presence of an adequate width and thickness of attached mucosa may improve biofilm control and limit crestal bone resorption. Furthermore, emerging evidence points also to the pivotal role of human factors as one of the most important causes of complications in implant dentistry. It can be concluded that clinicians need to consider all biologic and biomechanical factors affecting implant placement and survival, as well as undergo adequate training to improve their surgical skills to control and prevent implant complications. Careful patient selection and control of environmental and systemic factors, such as smoking, diabetes etc., coupled with an accurate surgical and prosthetic planning, enable a better prevention and control of infections.",0
"To analyze the risk factors by logistic regression and perform the analysis of the survival rate of osseointegrated dental implants placed in public and private institutions.
An analytic-multicentric study was carried out, where 1279 dental implants that were placed by specialists from January 2006 to October 2017 in public and private institutions (UPCH-SI, HCFAP, CMNAVAL, UPCH-SM, and UPSJB) were evaluated. The variables sex (X1), location (X2), hypertension (X3), antibiotic prophylaxis (X4), diabetes (X5), osteoporosis (X6), bisphosphonates (X7), history of periodontitis (X8), hypercholesterolemia (X9), bone quality (X10), bone quantity (X11), design (X12), smoker (X13), connection (X14), edentulism type (X15), staging (X16), 3D guided surgery (X17), load (X18), bone graft (X19), peri-implantitis (X20), mucositis (X21), and GBR (X22) were collected and analyzed by the Kaplan-Meier survival analysis. The logit analysis was performed among all the variables to choose the best statistical model that explains the true risk factors. The analysis was performed by multivariate logistic regression and the Kaplan-Meier test, at a level of statistical significance of 
It was found that the failure rate of the 1279 implants evaluated was 17.98% corresponding to only 23 implants lost as they have good longevity over time. When establishing the best multivariate logistic regression model, it was found that the variables that remained stable in relation to their statistically significant value and more stable confidence intervals were age, osteoporosis, bisphosphonates, history of periodontitis, bone quality, bone graft, connection, number of implants, GBR (guided bone regeneration), and follow-up.
Dental implants placed by specialists in public and private institutions had a failure rate similar to that in studies previously published in other countries.",0
"To determine factors associated with older adults becoming edentulous (complete tooth loss).
Longitudinal study over a 6-year period.
United States, 2006, 2012.
Nationally representative US sample of adults, aged 50 years and older (n = 9982), participating in the Health and Retirement Study in 2006 and 2012. At the outset, they were dentate and not institutionalized.
None.
Self-report of being dentate or edentulous, demographic variables, dental utilization and other health behaviors, self-rated general health, and incidence between 2006 and 2012 of comorbid medical conditions, functional limitations, and disabilities.
From 2006 to 2012, 563 individuals (5%) became edentulous and 9419 (95%) remained dentate. Adults who became edentulous by 2012 were more likely than those who remained dentate to be black/African American compared to white, to be less educated, were current smokers, had diabetes, and reported poorer self-rated general health, more functional limitations and disabilities, and fewer dental visits (all P < .0001), among other factors. Of those with regular dental visits (at least once every 2 years during the 6-year period), 2.3% became edentulous compared to 9.9% among those without regular dental visits. After adjusting for age and other potential confounders, there was a strong association with poor dental attendance and smoking. Nonregular dental attenders were more likely than regular attenders to become edentulous (odds ratio [OR] = 2.74; 95% confidence interval [CI] = 2.12-3.53), and current smokers were more likely than never smokers to become edentulous (OR = 2.46; 95% CI = 1.74-3.46).
Although more contemporaneous data are needed to determine causality, regular dental utilization and smoking are modifiable factors that could prevent edentulism, even when many other comorbid conditions are present. J Am Geriatr Soc, 1-7, 2019. J Am Geriatr Soc 67:2318-2324, 2019.",0
"Diabetes mellitus (DM) is a risk factor for periodontitis for over 40 years and novel evidence suggests that periodontitis has an impact on glycemic control in patients with diabetes. This study aimed to compare oral health complications in diabetic older patients from Brazil and France.
This cross-sectional study included 120 patients aged 65 and over diagnosed with type 2 diabetes. Sixty patients were admitted to a center for diabetes and hypertension care in Brazil and 60 patients were admitted to the Rouen University hospital. Dental conditions were assessed through the decayed, missing and filled teeth index and periodontal condition was assessed using the Community Periodontal Index. The significance threshold was p < 0.05.
Decayed teeth differed statistically between the groups (p = 0.001). The French group presented more tooth mobility, gingival recession and furcation involvement (p < 0.001). Tooth brushing frequency differed significantly between the groups (p < 0.030). The main cause of missing teeth was periodontitis in the French group and caries and periodontitis in the Brazilian group (p < 0.001). Statistical significance was found for use of fixed upper (p = 0.013) and lower (p = 0.013) dentures in the French group. The French group needed upper denture rehabilitation (p = 0.010) while the Brazilian group needed lower denture rehabilitation (p = 0.003).
Edentulism was prevalent in diabetic older people in both countries. However, the French participants presented with better oral health.",0
" There are limited studies assessing rural-urban disparities among older adults in Africa including South Africa.
 This study explores rural-urban health disparities among older adults in a population-based survey in South Africa.
 Data for this study emanated from the 2008 study on 'Global Ageing and Adult Health (SAGE) wave 1' (N = 3280) aged 50 years or older in South Africa.
 Associations between exposure variables and outcome variables (health status variables and chronic conditions) were examined through bivariate analyses and multivariable logistic regression.
 Rural dwellers were more likely to be older, black African and had lower education and wealth than urban dwellers. Rural and urban dwellers reported a similar prevalence of self-rated health status, quality of life, severe functional disability, arthritis, asthma, lung disease, hypertension, obesity, underweight, stroke and/or angina, low vision, depression, anxiety and nocturnal sleep problems. Adjusting for socio-demographic and health risk behaviour variables, urban dwellers had a higher prevalence of diabetes (OR: 2.36, 95% CI: 1.37, 4.04), edentulism (OR: 2.79, 95% CI: 1.27, 6.09) and cognitive functioning (OR: 1.91, 95% CI: 1.27, 2.85) than rural dwellers.
 There are some rural-urban health disparities in South Africa, that is, urban dwellers had a higher prevalence of diabetes, edentulism and cognitive functioning than rural ones. Understanding these rural-urban health variations may help in developing better strategies to improve health across geolocality in South Africa.",0
"Immediate functional loading of one-piece dental implants has become an accepted treatment modality for fixed restorations in fully edentulous mandibles and maxillae. Nevertheless, studies regarding immediate loading procedures in extraction sites in both the jaws, as well as in segment reconstructions and single-tooth replacements, are limited.
The purpose of this study was to evaluate the presently used protocol for immediate functional loading (within maximum 3 days) of one-piece implants which are placed according to the following methods as published by the IF.
This prospective cohort study included totally 87 consecutively treated patients who receive 1169 immediately loaded one-piece Strategic Implant
Immediate functional loading of using multiple, cortically anchored basal screw implants as a support for fixed full-arch and segment prosthesis in the upper and lower jaw demonstrated a high cumulative implant survival rate after an observation period of up to 57 months. Neither hypertension nor diabetes and neither smoking nor bending of the implant's neck had an influence on the success of the implants observed in this study. Within the limits of this study (5100 Strategic Implants were observed over a period of up to 57 months), ""peri-implantitis"" was not observed at all.
The treatment concept developed for the technology of the Strategic Implant® is safe and effective and it avoids bone augmentations and ""peri-implantitis"".",0
"Periodontitis is the leading cause of severe tooth loss and edentulism in adults worldwide and is closely linked to systemic conditions such as diabetes and cardiovascular disease. Porphyromonas gingivalis is the key pathogen in periodontitis. Herein, we provided the first evidence that bismuth drugs suppress P. gingivalis in its planktonic, biofilm, and intracellular states. In total, 42 bismuth-associated proteins were identified including its major virulent factors (e.g., gingipains, hemagglutinin HagA, and fimbriae). Bismuth perturbed its iron acquisition, disturbed the energy metabolism and virulence, and deactivated multiple key enzymes (e.g., superoxide dismutase and thioredoxins). Moreover, bismuth inhibited its biofilm formation and disrupted the 3-day matured biofilms. Notably, the internalized P. gingivalis in various human cells (e.g., human gingival epithelium progenitors, HGEPs) was oppressed by bismuth but not the commonly used antibiotic metronidazole. Importantly, bismuth drugs enabled the counteraction of immuno-inflammatory responses in different host cells perturbed by P. gingivalis. The production of IL-6 and IL-8 attenuated by P. gingivalis in both of native and IL-1β-stimulated HGEPs was restored, while the bacterium-enhanced expression of IL-6, IL-1β, and TNFα in THP-1 macrophages was alleviated. This proof-of-concept study brings prospects for the potential reposition of the routinely used anti-Helicobacter pylori bismuth drugs to better manage inflammatory diseases such as periodontitis and P. gingivalis-related complex systemic disorders.",0
"Racial or ethnic health disparities have been evidently apparent during the apartheid era in South Africa. This study aims to assess ethnic health disparities in four elderly population groups.
Data for this study emanated from the 2008 study of ""Global AGEing and adult health (SAGE) wave 1"" (N = 3284) aged 50 years or older in South Africa. Associations between exposure variables and outcome variables (health status variables and chronic conditions) were examined through bivariate analyses and multivariable logistic regression.
Indians or Asians reported the highest prevalence of poor self-rated health (23.7%) and functional disability (11.6% and 29.1%). Coloureds had the lowest grip strength (55.3%) and Whites the highest cognitive functioning (80.1%). Coloureds had the highest prevalence of hypertension (85.0%), stroke and/or angina (15.0%), edentulism (26.8%) and low vision (50.6%); and Indians or Asians had the highest prevalence of arthritis (43.5%) and diabetes (24.4%). In adjusted analysis, Whites (Odds Ratio [OR]: 0.24, Confidence Interval [CI]: 0.11, 0.57) and Coloureds (OR: 0.50, CI: 0.29, 0.87) had lower odds of self-reported health status compared to Black Africans. Coloureds (OR: 0.36, CI: 0.22, 0.61) had lower odds of grip strength than Black Africans. Indians or Asians had higher odds of functional disability (OR: 1.87, CI: 1.03, 3.02) and diabetes (OR: 2.65, CI: 1.45, 4.83) than Black Africans. Whites (OR: 3.92, CI: 1.63, 9.41) and Coloureds (OR: 2.14, CI: 1.21, 3.78) had higher odds of cognitive functioning than Black Africans. Whites had lower odds (OR: 0.54, CI: 0.31, 0.93) and Indians or Asians had higher odds (OR: 1.91, CI: 1.91, 1.01, 3.59) of arthritis than Black Africans. Coloureds had a higher prevalence of hypertension (OR: 1.71, CI: 1.14, 2.58), stroke and/or angina (OR: 1.74, CI = 1.36, 2.22), edentulism (OR: 6.51, CI: 4.07, 10.41) and low vision (OR: 1.68, CI: 1.29, 2.19) than Black Africans.
There are still ethnic health disparities in South Africa in the post-apartheid era (i.e., Black Africans [lower cognitive functioning], Whites [poor self-reported health status and edentulism], Coloureds [poor self-reported health status, lower grip strength, arthritis, hypertension, stroke and/or angina, edentulism and low vision], Indians or Asians [poor functional disability, arthritis and diabetes]). Understanding these ethnic health disparities may help in developing better strategies to improve health across population groups.",0
